ID,Journalist,Channel,Newspaper,Region,City,Topic,Headline,Ratings,Revenue,Airtime,SentimentScore,BiasScore,Viewership,Shares,AdSpend,ControversyFlag,MissingDataFlag,Date,Language,PoliticalAffiliation,SocialMediaInteractions
131,Rauf Klasra,geo,Daily Pakistan,Balochistan,Multan,Terrorism,Villages submerged in southern Punjab,,12969205,,-0.3382508333,,45.2098321,,,No,1.0,2025-12-20,,Pro-Govt,49902.0
132,Asma Shirazi,SAMAA TV,Jang,KPK,Peshawar,Education,Bomb blast near Karachi market,,,79.0,,1.0,8.256764404,150105.0,1 crore,No,1.0,2020-10-19,ENG,Pro-Govt,
133,Mohsin Raza,ARY News,Express Tribune,Sindh,Islamabad,Health,New talent emerges in under-19 cricket,,5 million,,0.393805553,-1.0,2.64463702,109799.0,50 lakh,0,,2021-03-09,English,Pro-Govt,
134,Rauf Klasra,AbbTakk News,Dawn,Sindh,Multan,Terrorism,Climate change worsening floods,93.4885041,2 crore,,,-1.0,,,,No,0.0,2025-12-16,,Neutral,13547.0
135,Mohsin Raza,Samaa,Nawa-i-Waqt,Islamabad,Karachi,Education,New tax reforms spark debate in parliament,96.9454901,,,,,,,,No,0.0,2022-02-22,ENG,Pro-Govt,
136,Ansar Abbasi,Samaa,Express Tribune,Balochistan,Multan,Economy,Five soldiers martyred in ambush,112.3843262,,,,5.0,20.56493274,,50 lakh,Yes,,2023-12-06,,Pro-Govt,37444.0
137,Rauf Klasra,AbbTakk News,Jang,AJK,Rawalpindi,Judiciary,Senate passes constitutional amendment,,2 crore,99.0,-0.9755724009,1.0,,,,No,1.0,2021-11-16,urdu,,
138,Shahzeb Khanzada,Express,Nawa-i-Waqt,AJK,Islamabad,Politics,Punjab launches scholarship scheme,90.27476473,4425117,,,1.0,1160614.0,,50 lakh,No,1.0,2020-04-17,,Pro-Govt,
139,Shahzeb Khanzada,Samaa,Nawa-i-Waqt,Islamabad,Multan,Politics,New universities to be established,79.25263704,5 million,,-1.281952703,,132073.0,17736.0,,0,,2020-01-11,English,Opposition,28940.0
140,Dr. Shahid Masood,DawnNews,Express Tribune,Islamabad,Rawalpindi,Health,Relief camp set up in Multan,,14160916,328.0,0.3823762921,3.0,32.64049263,36961.0,,,1.0,2019-08-06,Urdu,,29887.0
141,Kamran Shahid,Express,Express Tribune,Islamabad,Islamabad,Economy,Hospitals face medicine shortages,38.51617562,,316.0,1.604496017,,1378000.0,49430.0,1296677.364,0,,2018-09-09,,Neutral,39260.0
142,Ansar Abbasi,ARYNEWS,Jang,KPK,Karachi,Politics,PEMRA issues warning to multiple channels,,10 lakh,213.0,,4.0,336815.0,165308.0,,1,,2021-07-07,English,,3107.0
143,Asma Shirazi,DAWN,The News,Balochistan,Peshawar,Health,CJ addresses bar association,42.34644369,2 crore,27.0,-0.9776751475,,,37364.0,50 lakh,Yes,,2020-05-12,ENG,Neutral,
144,Shahzeb Khanzada,AbbTakk News,Daily Pakistan,Islamabad,Karachi,Health,Digital media gaining popularity,106.4686645,10 lakh,,,2.0,652860.0,132007.0,4968514.216,,1.0,2022-02-16,,Opposition,18794.0
145,Mohsin Raza,SAMAA TV,Jang,KPK,Quetta,Media,Journalists protest censorship in Islamabad,,2 crore,,1.03777703,3.0,31.86800239,50694.0,50 lakh,0,0.0,2020-04-05,,Neutral,3274.0
146,Talat Hussain,ARYNEWS,Daily Pakistan,Islamabad,Islamabad,Economy,Education ministry faces criticism,1.151758082,5 million,493.0,,-1.0,4.763607887,15491.0,1 crore,Yes,,2025-10-02,urdu,Neutral,13762.0
147,Mohsin Raza Khan,GEO NEWS,Nawa-i-Waqt,AJK,Multan,Education,"Judiciary under pressure, say analysts",,5 million,368.0,-0.3441256651,,,128484.0,50 lakh,0,,2024-09-28,urdu,,
148,Mohsin Raza,ARYNEWS,Jang,Punjab,Rawalpindi,Education,Opposition stages walkout in National Assembly,,,386.0,-1.745218679,5.0,1621326.0,91666.0,381437.3933,Yes,0.0,2024-07-02,Urdu,Pro-Govt,25005.0
149,Kamran Khan,ary,Nawa-i-Waqt,AJK,Hyderabad,Sports,Dawn faces backlash over editorial,,9165150,499.0,1.222969588,5.0,23650.0,24653.0,50 lakh,,0.0,2018-11-24,,Neutral,24933.0
150,Asma Shirazi,SAMAA TV,Daily Pakistan,Balochistan,Multan,Politics,"Media freedom at risk, says HRCP report",,10 lakh,,1.329955395,,30.65899928,16770.0,1 crore,0,,2020-08-15,urdu,,
151,Mohsin Raza Khan,GEO NEWS,The News,Islamabad,Quetta,Sports,Senate passes constitutional amendment,,10 lakh,,,2.0,,,1122366.802,No,,2019-01-15,ENG,Pro-Govt,
152,Saleem Safi,ARY News,Daily Pakistan,Punjab,Quetta,Education,Attack on Army convoy in Waziristan,,15973448,74.0,0.647421816,-1.0,7.12317951,163950.0,50 lakh,0,1.0,2020-04-01,ENG,Pro-Govt,
153,K. Khan,ARY News,Dawn,KPK,Hyderabad,Education,CJ addresses bar association,,10 lakh,326.0,,4.0,14.99315643,124628.0,50 lakh,1,1.0,2018-12-02,,Pro-Govt,
154,Kamran Shahid,hum news,Express Tribune,AJK,Quetta,Terrorism,Student unions demand restoration,103.345866,2681749,198.0,,,1342811.0,,50 lakh,Yes,1.0,2019-10-14,English,,
155,Kamran Shahid,Express,The News,Islamabad,Lahore,Politics,Women cricket team sets new record,,2 crore,,0.7931416259,2.0,1585553.0,,50 lakh,1,,2018-08-19,urdu,Opposition,5614.0
156,Mohsin Raza,AbbTakk News,Jang,Balochistan,Islamabad,Health,Court orders release of missing persons,116.8743767,10 lakh,206.0,,,1638975.0,117418.0,2501602.113,0,1.0,2025-08-12,English,Neutral,
157,Nusrat Javed,DawnNews,The News,Sindh,Peshawar,Judiciary,HEC budget slashed again,47.42551065,5 million,218.0,,,,155741.0,50 lakh,1,1.0,2023-02-06,,,22105.0
158,Ansar Abbasi,HUM News,Express Tribune,KPK,Multan,Judiciary,Top court rejects NAB report,,2 crore,,,3.0,717858.0,36004.0,2842045.098,No,,2024-12-25,English,Neutral,
159,K. Khan,DawnNews,Dawn,Balochistan,Islamabad,Sports,Polio cases reported in KPK,99.13567371,10 lakh,35.0,-1.957130191,,2.854288956,,1 crore,0,1.0,2025-03-23,English,Pro-Govt,
160,Umar Cheema,DawnNews,Nawa-i-Waqt,Islamabad,Karachi,Health,Pakistan seeks investment from Gulf countries,10.37274791,2 crore,98.0,1.577941142,2.0,26.11813784,41293.0,3209765.273,,0.0,2023-07-07,,Opposition,
161,Asma Shirazi,GEO NEWS,The News,Punjab,Islamabad,Politics,Election rigging scandal unfolds in Lahore,32.78041739,7520974,464.0,-0.2905157843,,1876728.0,197052.0,4791400.053,Yes,0.0,2020-04-17,Urdu,Neutral,
162,Ansar Abbasi,AbbTakk News,Daily Pakistan,Balochistan,Karachi,Media,Attack on Army convoy in Waziristan,,,306.0,-0.5097649082,5.0,41.78235355,,,1,,2024-09-17,English,Neutral,17373.0
163,Asma Shirazi,ARY,The News,Balochistan,Lahore,Judiciary,Militant hideout destroyed in KPK,,17656179,496.0,,1.0,,8243.0,50 lakh,,0.0,2019-11-22,English,Pro-Govt,30185.0
164,Saleem Safi,DAWN,Jang,Sindh,Rawalpindi,Judiciary,Villages submerged in southern Punjab,,13156216,142.0,1.400964628,,,175252.0,1 crore,1,1.0,2022-03-15,English,,15153.0
165,Kamran Khan,hum news,The News,Balochistan,Peshawar,Economy,Security forces foil major terror bid,,10 lakh,,,,,101238.0,,0,1.0,2022-08-17,ENG,Neutral,17223.0
166,K. Khan,ARY News,Jang,Balochistan,Islamabad,Education,Doctors protest low salaries,6.058614091,10 lakh,,,3.0,,,,Yes,,2024-05-18,urdu,Neutral,
167,Matiullah Jan,ARY News,The News,Sindh,Rawalpindi,Media,Lawyers boycott proceedings,,,224.0,1.659887753,,13.31355379,330.0,50 lakh,1,,2025-12-19,English,,12294.0
168,Mohsin Raza Khan,ary,Dawn,Punjab,Lahore,Politics,IMF deal finalised today,56.23055488,2 crore,,-0.1910719083,0.0,31.26648837,101242.0,50 lakh,1,0.0,2023-12-07,,,
169,RAUF KLASSRA,Express-News,Daily Pakistan,Balochistan,Islamabad,Sports,Pakistan football team defeats India,,4484347,,-0.8902548936,,,,,1,1.0,2025-07-08,English,Pro-Govt,41596.0
170,Matiullah Jan,Express-News,Jang,Balochistan,Lahore,Terrorism,Dengue cases rising in Lahore hospitals,,1209537,224.0,,3.0,1650870.0,73765.0,50 lakh,0,0.0,2022-05-02,urdu,Neutral,
171,Dr. Shahid Masood,Geo,Express Tribune,Sindh,Peshawar,Health,Floods devastate Sindh villages,30.4920821,10 lakh,188.0,,,,78462.0,,Yes,,2025-06-21,,Pro-Govt,6697.0
172,Mohsin Raza Khan,HUM News,Dawn,Punjab,Rawalpindi,Terrorism,Curriculum reforms announced,72.90039028,,,,,23.00631069,,,,,2022-08-24,urdu,Neutral,
173,shahzeb khanzada,GEO NEWS,Daily Pakistan,KPK,Karachi,Politics,Election rigging scandal unfolds in Lahore,,5 million,,1.025413013,3.0,19.90742494,,,0,,2023-02-23,ENG,Opposition,42787.0
174,Kamran Shahid,ARY,Daily Pakistan,Punjab,Lahore,Health,Floods devastate Sindh villages,104.8810386,5 million,,,0.0,,,50 lakh,,,2023-05-07,Urdu,Pro-Govt,11739.0
175,Ansar Abbasi,AbbTakk News,Dawn,Islamabad,Quetta,Politics,Attack on Army convoy in Waziristan,,10 lakh,478.0,-0.253793113,,6.483747178,36986.0,1 crore,,1.0,2019-06-11,Urdu,Pro-Govt,
176,Kamran Shahid,Express,The News,AJK,Multan,Crime,Cabinet approves controversial media law,,10 lakh,,,,1992146.0,149069.0,50 lakh,Yes,,2018-02-11,English,Pro-Govt,46937.0
177,RAUF KLASSRA,ARY News,Jang,KPK,Multan,Terrorism,ARY anchor arrested in midnight raid,67.64224704,10 lakh,,,4.0,13.68297813,,4185519.746,Yes,1.0,2020-11-13,,,
178,Owais Tohid,geo,Nawa-i-Waqt,Punjab,Rawalpindi,Politics,Trade deficit widens again,5.379282579,5 million,,-1.530138142,,3.631256089,,50 lakh,,,2023-04-20,English,,37300.0
179,Ansar Abbasi,AbbTakk News,The News,AJK,Lahore,Crime,Budget deficit reaches record high,,10 lakh,423.0,,,,,50 lakh,No,1.0,2019-10-12,ENG,,
180,Kamran Khan,ary,Jang,Sindh,Karachi,Terrorism,Curriculum reforms announced,,5 million,94.0,-1.837210614,,,,579832.5549,1,1.0,2023-04-09,,Neutral,11508.0
181,Ansar Abbasi,ARY,Nawa-i-Waqt,AJK,Lahore,Terrorism,"Judiciary under pressure, say analysts",36.09710615,2 crore,167.0,-1.083213134,3.0,1358784.0,198254.0,50 lakh,No,0.0,2020-08-13,urdu,Neutral,41482.0
182,K. Khan,Express,The News,KPK,Karachi,Crime,Teachers boycott classes in KP,,,,1.872675275,,36.8467724,174000.0,,,1.0,2020-07-08,ENG,Opposition,
183,Kamran Khan,hum news,The News,Balochistan,Lahore,Crime,Opposition stages walkout in National Assembly,16.03148564,5 million,228.0,,2.0,,,,0,0.0,2022-09-28,English,Neutral,8099.0
184,K. Khan,ARY News,Express Tribune,Islamabad,Multan,Sports,Education ministry faces criticism,45.86671378,1300132,,-0.337020202,1.0,,,1 crore,,0.0,2020-05-02,,,29928.0
185,Asma Shirazi,HUM News,Express Tribune,Balochistan,Rawalpindi,Crime,Education ministry faces criticism,,2 crore,,,,1137985.0,,,No,0.0,2024-02-23,,,26597.0
186,Dr. Shahid Masood,Express,Nawa-i-Waqt,Sindh,Quetta,Economy,Punjab bans junk food in schools,70.23204727,7543897,,,,1485513.0,54881.0,1 crore,Yes,,2025-07-24,ENG,Opposition,
187,Matiullah Jan,AbbTakk News,Jang,AJK,Quetta,Health,Pakistan faces defeat in hockey series,,10 lakh,428.0,,4.0,,160424.0,925861.4371,1,1.0,2025-07-12,Urdu,Neutral,
188,Ansar Abbasi,Samaa,Express Tribune,Balochistan,Hyderabad,Crime,Pakistan faces defeat in hockey series,74.30042552,,453.0,,5.0,1706218.0,,,0,1.0,2019-07-27,English,,48052.0
189,Najam Sethi,Express,Jang,Sindh,Lahore,Education,International squash event begins in Islamabad,69.244141,1364944,369.0,,1.0,1274813.0,88690.0,1 crore,1,,2022-10-26,urdu,Neutral,6293.0
190,Mohsin Raza Khan,GEO NEWS,Express Tribune,Sindh,Lahore,Crime,Pakistan seeks investment from Gulf countries,,10 lakh,391.0,,-1.0,33.04700142,,50 lakh,0,,2018-05-06,ENG,Pro-Govt,
191,Ansar Abbasi,Samaa,Dawn,AJK,Lahore,Media,Villages submerged in southern Punjab,,5 million,,-1.127411175,,15.070211,97086.0,,No,1.0,2024-01-03,English,,
192,Saleem Safi,Samaa,The News,AJK,Islamabad,Terrorism,Doctors protest low salaries,,,,,0.0,721989.0,103109.0,1 crore,Yes,,2021-11-18,urdu,Pro-Govt,12228.0
193,Najam Sethi,SAMAA TV,Jang,Balochistan,Lahore,Economy,International squash event begins in Islamabad,,10 lakh,,0.6323400114,3.0,25.36855302,1898.0,1 crore,No,,2025-04-15,ENG,Neutral,33786.0
194,shahzeb khanzada,HUM News,The News,Punjab,Islamabad,Economy,Hospitals face medicine shortages,,,,1.217799152,3.0,,,1 crore,,0.0,2025-08-20,,,48737.0
195,Rauf Klasra,ary,Jang,Islamabad,Hyderabad,Education,Punjab launches scholarship scheme,,5 million,,-1.82016497,,382030.0,52628.0,1 crore,0,,2022-02-02,Urdu,Pro-Govt,
196,Najam Sethi,ARY News,Jang,Balochistan,Karachi,Health,Case adjourned till next week,,11809381,272.0,-1.998910331,1.0,,91557.0,50 lakh,No,,2020-03-23,urdu,,44896.0
197,Umar Cheema,DAWN,Nawa-i-Waqt,Punjab,Quetta,Media,Flood relief funds under scrutiny,,,-26.0,,-1.0,3.929454603,52139.0,,0,0.0,2020-12-08,,Neutral,
198,Ansar Abbasi,Express,Jang,AJK,Lahore,Terrorism,Flood relief funds under scrutiny,,2 crore,150.0,,,,,50 lakh,0,,2025-05-04,ENG,Neutral,27972.0
199,Ansar Abbasi,Express-News,Nawa-i-Waqt,Islamabad,Islamabad,Sports,Khan addresses rally in Multan,42.10038776,10 lakh,194.0,,,1810157.0,64379.0,,0,,2022-02-20,Urdu,,41198.0
200,K. Khan,DAWN,The News,KPK,Islamabad,Education,Matric exams leaked in Karachi,82.60600432,5 million,300.0,0.1815654792,,114921.0,145499.0,4241567.441,0,,2022-12-09,,,
201,Matiullah Jan,geo,The News,Punjab,Lahore,Economy,Babar Azam century wins the game,,14374638,41.0,1.429150548,,18.45047671,,50 lakh,Yes,,2020-06-07,Urdu,Pro-Govt,43848.0
202,Ansar Abbasi,GEO NEWS,Daily Pakistan,KPK,Islamabad,Health,Suicide bombing in Peshawar mosque,,17815526,,,,48.81685892,,,No,1.0,2020-05-27,Urdu,Opposition,
203,Najam Sethi,Samaa,Dawn,Punjab,Karachi,Terrorism,Babar Azam century wins the game,20.70859777,,,,1.0,37.71361038,,4339823.016,1,0.0,2025-05-04,ENG,,
204,Najam Sethi,Express-News,Express Tribune,Sindh,Lahore,Health,Doctors protest low salaries,,2 crore,,-0.1334015167,,48.04566128,194416.0,,,,2018-07-08,Urdu,,45896.0
205,Talat Hussain,Express-News,The News,Islamabad,Lahore,Economy,Government launches CPEC project in Gwadar,,,6.0,,,463028.0,,728593.6209,1,1.0,2022-01-02,ENG,Opposition,
206,Umar Cheema,ARY,The News,AJK,Lahore,Education,Exports see slight recovery,,,431.0,1.242493257,-1.0,31.13400179,116252.0,2334645.578,0,1.0,2021-09-27,ENG,,4611.0
207,Ansar Abbasi,AbbTakk News,Jang,Balochistan,Islamabad,Judiciary,Cricket team departs for World Cup,,5 million,,-1.126779427,1.0,14.46636596,174620.0,50 lakh,No,0.0,2025-06-28,ENG,Pro-Govt,
208,K. Khan,HUM News,Daily Pakistan,KPK,Peshawar,Education,Chief Justice orders suo moto on Karachi violence,,2 crore,,,5.0,19.28705473,193101.0,1 crore,Yes,1.0,2020-03-23,,,
209,Dr. Shahid Masood,DawnNews,Daily Pakistan,Balochistan,Hyderabad,Health,CJ addresses bar association,-1.800581813,2 crore,246.0,-0.4163318608,,778233.0,114749.0,50 lakh,No,1.0,2019-10-04,ENG,Neutral,18155.0
210,Talat Hussain,GEO NEWS,Daily Pakistan,Punjab,Peshawar,Economy,Attack on Army convoy in Waziristan,102.3238216,3971923,,-0.6163807673,,1626010.0,35280.0,1 crore,0,0.0,2024-03-23,Urdu,,
211,Talat Hussain,Express,Daily Pakistan,Balochistan,Karachi,Media,PPP vs PMLN war of words heats up,,10 lakh,393.0,-0.1115884876,,19.61475357,18173.0,1 crore,Yes,1.0,2025-06-16,urdu,Opposition,
212,Kamran Shahid,HUM News,The News,KPK,Quetta,Media,IMF deal finalised today,52.58257415,5 million,5.0,,,,,3842949.198,Yes,0.0,2021-02-13,English,Neutral,
213,Nusrat Javed,Geo,Jang,KPK,Rawalpindi,Crime,Teachers boycott classes in KP,,,161.0,,4.0,,,50 lakh,,0.0,2022-02-18,urdu,Neutral,
214,Saleem Safi,DAWN,Dawn,KPK,Islamabad,Education,Top court rejects NAB report,65.55675516,5 million,,,0.0,682037.0,118269.0,50 lakh,1,1.0,2023-05-11,Urdu,Neutral,
215,Talat Hussain,Express-News,Nawa-i-Waqt,KPK,Peshawar,Education,Election rigging scandal unfolds in Lahore,85.89280939,10 lakh,154.0,,,161946.0,,420022.2776,1,,2019-08-14,Urdu,Pro-Govt,
216,shahzeb khanzada,ARY,Express Tribune,AJK,Islamabad,Politics,Matric exams leaked in Karachi,,2 crore,190.0,1.396051812,,,,376199.9083,,0.0,2022-05-15,,Pro-Govt,9015.0
217,K. Khan,geo,Dawn,AJK,Peshawar,Crime,International squash event begins in Islamabad,119.3518289,2 crore,,-0.256149548,4.0,,6216.0,1 crore,0,0.0,2019-06-05,English,Opposition,
218,Rauf Klasra,Express,The News,Punjab,Multan,Media,Budget deficit reaches record high,,,-18.0,-0.09476252519,,,103350.0,1 crore,Yes,1.0,2019-11-16,ENG,Pro-Govt,43364.0
219,Rauf Klasra,SAMAA TV,Daily Pakistan,AJK,Rawalpindi,Politics,Floods devastate Sindh villages,,2 crore,202.0,1.438748837,0.0,1395291.0,,,Yes,0.0,2018-05-10,urdu,Opposition,22093.0
220,Owais Tohid,Geo,Dawn,Islamabad,Islamabad,Health,Terrorist attack in Quetta leaves 20 dead,,2 crore,242.0,,5.0,525882.0,110716.0,,1,,2024-01-19,English,,
221,Shahzeb Khanzada,GEO NEWS,Daily Pakistan,Balochistan,Peshawar,Sports,ARY anchor arrested in midnight raid,,10 lakh,170.0,,,,,50 lakh,,0.0,2025-06-11,urdu,,
222,Owais Tohid,Express-News,Jang,KPK,Hyderabad,Judiciary,Villages submerged in southern Punjab,9.002303681,5 million,257.0,0.7768887349,2.0,718484.0,,,1,,2023-04-17,urdu,Neutral,1931.0
223,Rauf Klasra,Express,Express Tribune,KPK,Lahore,Politics,Teachers boycott classes in KP,41.56936932,10 lakh,-2.0,,,1948176.0,,50 lakh,Yes,1.0,2020-08-19,English,Pro-Govt,567.0
224,Umar Cheema,DAWN,Daily Pakistan,KPK,Islamabad,Judiciary,Senate passes constitutional amendment,52.00891758,10055464,8.0,,1.0,1734227.0,129881.0,4342883.65,1,,2025-03-03,ENG,Neutral,15167.0
225,K. Khan,ary,Nawa-i-Waqt,KPK,Karachi,Health,Teachers boycott classes in KP,,5 million,416.0,-1.297964459,,39.97377006,,50 lakh,0,1.0,2025-11-23,,Neutral,731.0
226,Mohsin Raza,ARY,The News,KPK,Hyderabad,Crime,Curriculum reforms announced,58.33374622,,-19.0,,5.0,19.23503125,73472.0,50 lakh,0,1.0,2018-07-15,urdu,Pro-Govt,14531.0
227,Owais Tohid,GEO NEWS,Dawn,Islamabad,Rawalpindi,Politics,Relief camp set up in Multan,,16423936,224.0,,3.0,4050.0,93499.0,1 crore,1,1.0,2019-03-18,ENG,Opposition,
228,Ansar Abbasi,AbbTakk News,Nawa-i-Waqt,Punjab,Peshawar,Economy,Pakistan seeks investment from Gulf countries,,,,,,,154009.0,2440796.716,,1.0,2020-02-18,urdu,Pro-Govt,25313.0
229,Asma Shirazi,GEO NEWS,Daily Pakistan,Punjab,Multan,Health,ARY anchor arrested in midnight raid,,,345.0,,2.0,423375.0,60396.0,50 lakh,No,0.0,2025-01-19,ENG,,
230,Umar Cheema,HUM News,Express Tribune,Islamabad,Hyderabad,Media,Teachers boycott classes in KP,52.68707433,10 lakh,,1.589179507,,810379.0,,50 lakh,0,1.0,2019-04-20,Urdu,Pro-Govt,7879.0
231,Dr. Shahid Masood,Express-News,Nawa-i-Waqt,Balochistan,Hyderabad,Crime,Supreme Court issues notice on corruption case,89.89085583,,,-1.545745811,2.0,38846.0,,1 crore,,0.0,2023-12-09,English,Pro-Govt,
232,Nusrat Javed,ARY News,Daily Pakistan,Sindh,Lahore,Economy,Opposition stages walkout in National Assembly,105.4588108,10 lakh,61.0,1.926836222,4.0,1677622.0,99247.0,126156.9095,Yes,,2020-02-08,English,Pro-Govt,
233,Dr. Shahid Masood,Samaa,Jang,Sindh,Islamabad,Sports,Punjab bans junk food in schools,78.91584795,10 lakh,194.0,,,,,50 lakh,0,1.0,2022-06-15,ENG,Pro-Govt,
234,Asma Shirazi,ARY,Jang,AJK,Quetta,Education,Cabinet approves controversial media law,,2 crore,,,0.0,48.89429486,144685.0,117020.1047,,0.0,2023-11-19,English,Opposition,
235,Owais Tohid,ary,Jang,Sindh,Peshawar,Sports,Pakistan seeks investment from Gulf countries,,,144.0,-1.857409664,0.0,415925.0,62515.0,4573352.549,1,,2019-12-10,English,,
236,shahzeb khanzada,AbbTakk News,The News,Punjab,Quetta,Media,TTP commander killed in operation,64.00848784,2481014,,1.188307965,,1106917.0,,1 crore,0,1.0,2024-02-22,urdu,Neutral,
237,Talat Hussain,hum news,Daily Pakistan,Punjab,Lahore,Terrorism,PM announces new economic reforms,,10 lakh,416.0,-0.701633414,5.0,37.97095785,29828.0,50 lakh,,1.0,2019-04-02,English,Neutral,
238,shahzeb khanzada,ARY,Daily Pakistan,AJK,Quetta,Sports,Hockey team faces funding crisis,,,103.0,,,,26796.0,,0,0.0,2020-12-20,English,Opposition,
239,shahzeb khanzada,HUM News,Express Tribune,Punjab,Peshawar,Terrorism,Militant hideout destroyed in KPK,,2 crore,,,,,,,0,1.0,2018-02-03,,,
240,K. Khan,Geo,Jang,Sindh,Peshawar,Health,Mental health awareness campaign launched,,2 crore,370.0,0.3067938341,5.0,48.53699665,94776.0,1 crore,1,,2022-02-18,English,Pro-Govt,23572.0
241,Rauf Klasra,ARY News,Express Tribune,Sindh,Peshawar,Economy,Karachi Kings beat Multan Sultans,24.59779879,5 million,,1.836976203,,,,,1,1.0,2023-05-05,,Pro-Govt,
242,shahzeb khanzada,Samaa,Dawn,Punjab,Karachi,Judiciary,Punjab bans junk food in schools,,10 lakh,,1.840216867,1.0,1931624.0,,1 crore,,,2020-12-04,,Opposition,
243,Ansar Abbasi,Samaa,Jang,Punjab,Quetta,Terrorism,Punjab bans junk food in schools,,10 lakh,120.0,1.150970088,1.0,,180902.0,4863957.792,No,,2021-08-17,urdu,Pro-Govt,
244,Ansar Abbasi,GEO NEWS,Daily Pakistan,Islamabad,Islamabad,Education,ARY anchor arrested in midnight raid,87.38506461,5 million,448.0,,5.0,32.56254594,59782.0,,1,0.0,2022-05-06,urdu,Opposition,
245,RAUF KLASSRA,Geo,Express Tribune,Islamabad,Multan,Crime,Teachers boycott classes in KP,40.31901673,5222512,-9.0,,,1979827.0,,1 crore,0,1.0,2018-02-05,English,Pro-Govt,43398.0
246,Nusrat Javed,Express-News,Jang,Sindh,Rawalpindi,Crime,Health workers go on strike in Punjab,5.628963814,18935006,109.0,,,,145735.0,1 crore,No,0.0,2022-04-28,English,Pro-Govt,
247,Mohsin Raza Khan,DAWN,Express Tribune,Islamabad,Islamabad,Judiciary,Bomb blast near Karachi market,1.073081322,9865810,,,,32.22958852,,756905.0702,0,1.0,2020-11-23,English,Neutral,31496.0
248,Kamran Shahid,ARY,Dawn,Balochistan,Islamabad,Terrorism,SC disqualifies minister in assets case,44.63400093,13557850,,-1.726664322,,,,1 crore,Yes,,2023-02-23,Urdu,Neutral,39327.0
249,Shahzeb Khanzada,hum news,Daily Pakistan,Punjab,Multan,Crime,Revenue from tax declines drastically,12.36486213,10 lakh,132.0,1.028114298,,1235255.0,58060.0,50 lakh,Yes,0.0,2019-09-22,English,,36921.0
250,Kamran Shahid,ary,Jang,Sindh,Islamabad,Education,Counter-terrorism department arrests suspects,,5781157,,,1.0,16.70610665,,50 lakh,1,0.0,2018-05-03,urdu,,
251,Mohsin Raza,SAMAA TV,Dawn,KPK,Quetta,Crime,Punjab bans junk food in schools,,819647,398.0,-0.3568990469,2.0,21.32793607,51089.0,50 lakh,0,,2019-05-11,Urdu,,7663.0
252,shahzeb khanzada,Express,Express Tribune,Islamabad,Peshawar,Crime,Karachi Kings beat Multan Sultans,,5 million,-16.0,,5.0,382312.0,,,Yes,,2020-11-16,urdu,Neutral,
253,Umar Cheema,GEO NEWS,Daily Pakistan,KPK,Quetta,Politics,Chief Justice orders suo moto on Karachi violence,45.77547413,2 crore,,,,6.005688981,153883.0,50 lakh,0,0.0,2019-10-25,ENG,Neutral,8954.0
254,Matiullah Jan,ARYNEWS,Daily Pakistan,KPK,Hyderabad,Judiciary,Election rigging scandal unfolds in Lahore,,,,,,1093266.0,157518.0,,1,,2019-07-11,Urdu,Neutral,
255,Dr. Shahid Masood,ary,Daily Pakistan,KPK,Hyderabad,Judiciary,Education ministry faces criticism,65.89327489,5 million,,,2.0,,,,,1.0,2018-07-03,English,Pro-Govt,
